[header]
width=5
height=1199
tilewidth=20
tileheight=20
orientation=orthogonal

[tilesets]
tileset=../../../../../Tiled/tileMap.png,20,20,0,0
tileset=../../../../../../WORK/滚动的天空/LV15/#笔刷图标/tileMap.png,40,40,0,0

[layer]
type=块层 1
data=
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
182,182,182,182,182,
1,1,1,1,1,
1,1,1,1,1,
30,7,7,7,30,
1,1,1,1,1,
1,1,1,1,1,
1,1,1,1,1,
30,7,7,7,30,
1,1,1,1,1,
1,1,1,1,1,
1,1,1,1,1,
30,7,7,7,30,
1,1,1,1,1,
1,1,1,1,1,
1,1,1,1,1,
30,7,7,7,30,
1,1,1,1,1,
1,1,1,1,1,
182,182,182,182,182,
30,7,7,7,30,
0,1,1,1,0,
0,0,0,0,0,
0,0,61,0,0,
0,23,59,23,0,
0,23,1,23,0,
0,23,1,23,0,
0,23,1,23,0,
0,23,1,23,0,
0,23,1,23,0,
0,0,0,0,0,
0,23,61,23,0,
23,6,6,6,23,
1,1,6,1,1,
1,1,21,1,1,
1,1,21,1,1,
1,1,21,1,1,
181,28,28,28,181,
0,27,27,27,0,
0,1,1,1,0,
1,1,21,1,1,
0,27,27,27,0,
1,1,21,1,1,
0,1,1,1,0,
0,27,27,27,0,
0,1,1,1,0,
0,0,0,0,0,
0,21,1,21,0,
21,2,21,2,21,
0,1,21,1,0,
7,7,7,7,7,
27,27,25,27,27,
7,7,7,7,7,
25,27,27,27,25,
1,1,1,1,1,
27,27,25,27,27,
7,7,7,7,7,
25,27,27,27,25,
7,7,7,7,7,
0,1,1,1,0,
181,181,27,181,181,
0,21,1,21,0,
21,1,1,1,21,
1,1,1,1,1,
1,1,0,1,1,
1,1,0,1,1,
1,0,0,0,1,
0,0,0,0,0,
0,0,0,0,0,
21,0,0,0,21,
21,255,29,255,21,
21,1,1,1,21,
21,1,1,1,21,
0,1,1,1,0,
0,0,1,0,0,
0,1,390,1,0,
21,1,1,1,21,
21,1,1,1,21,
392,1,1,1,393,
0,1,367,1,0,
0,392,1,393,0,
0,0,1,0,0,
0,0,1,0,0,
0,0,0,0,0,
0,0,0,2,0,
0,0,0,81,0,
2,2,0,0,0,
1,1,0,391,0,
1,1,0,0,0,
1,1,0,2,0,
1,1,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,2,0,0,0,
0,81,0,2,2,
0,0,0,1,1,
0,391,0,1,1,
0,0,0,1,1,
0,2,0,1,1,
0,0,0,0,0,
0,28,26,28,0,
0,0,0,0,0,
181,2,2,2,181,
0,27,0,27,0,
0,27,0,27,0,
0,27,0,27,0,
0,27,0,27,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,2,0,2,0,
392,1,1,1,393,
0,1,1,1,0,
1,1,41,1,1,
0,1,1,1,0,
392,1,1,1,393,
0,1,1,1,0,
1,1,41,1,1,
0,1,1,1,0,
392,1,1,1,393,
0,1,1,1,0,
1,1,41,1,1,
0,1,1,1,0,
392,182,182,182,393,
1,1,1,1,1,
27,27,25,27,27,
1,1,0,1,1,
27,27,25,27,27,
1,1,0,1,1,
27,27,25,27,27,
1,1,1,1,1,
1,1,1,1,1,
389,1,1,1,389,
1,0,0,0,1,
0,0,2,0,0,
0,0,0,0,0
181,21,21,21,181,
0,1,1,1,0,
0,0,2,0,0,
0,1,390,1,0,
0,0,395,0,0,
0,0,395,0,0,
0,0,395,0,0,
0,21,367,21,0,
0,0,0,0,0,
0,23,1,23,0,
0,23,61,23,0,
0,23,23,23,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,2,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
2,29,0,29,2,
